id,nome,sobrenome,documento_tipo,documento_numero,email,telefone,endereco,cidade,estado,pais,moeda_preferida,data_cadastro,status
df9115a3-fd5e-437b-8318-e7856cfad62e,Catalina Díaz,,CEDULA,93652460,catalina.díaz5@uol.com.br,+5590909183277,"Av. El Dorado, nº 329, Cali/VAC",Cali,VAC,Colombia,cop,26/12/2023 12:20,active
99ed4585-91dd-4669-ad26-0d32ea0776cb,VALENTINA,GÓMEZ,CEDULA,60310319,valentina.gómez23@hotmail.com,+528429208935,Av. El Dorado 597 Cali VAC,Cali,VAC,Colombia,cop,16/12/2023 13:36,inativo
95c31876-6a24-4030-bca2-fc84e4e89f47,  Sebastián , Morales  ,CEDULA,69287967,sebastián.morales50@hotmail.com,48902944682,"Calle 80, nº 2407, Medellín/ANT",Medellín,ANT,CO,cop,04/10/2022 22:16,ativo
de587836-ecf0-4e7c-afc7-d4ab84045fcf,Ximena Sánchez,,RFC,PJQQ676869XLP,ximena.sánchez26@hotmail.com,+524432084778,Calle Madero 1495 Monterrey NL,Monterrey,NL,Mexico,Pesos,2019-01-05T09:20:47Z,INATIVO
86a67377-dd16-4f88-8e34-cfed94f75408,  Pedro , Pereira  ,Cpf,474.192.909-60,pedro.pereira49@uol.com.br,,"Av. Atlântica, nº 58, Curitiba/PR",Curitiba,PR,Brasil,BRL,2024-01-07 03:29:23,ATIVO
952b4bd4-b931-4a2b-9656-4605cb9e4096,FELIPE,LIMA,CPF,243.146.138-48,felipe.lima59@yahoo.com.br,,"Av. Atlântica, 2018, Goiânia - GO",Goiânia,GO,Brasil,BRL,03/02/2019 07:56,inativo
f7965721-7678-4c8e-8fe3-1b257b50c17a,Valentina,Morales,CEDULA,63437398,valentina.morales43@gmail.com,(83) 93362-2124,"Calle 80, 778, Cali - VAC",Cali,VAC,Colombia,cop,06/02/2023 02:42,active
f2d0172d-1658-4e22-8003-d871c91e3769,RAFAEL,PEREIRA,cpf,917.278.212-94,rafael.pereira42@uol.com.br,25908530615,Av. Presidente Vargas 106 Belo Horizonte MG,Belo Horizonte,MG,Brasil,BRL,02/03/2018 11:50,INATIVO
8a4b15ba-a076-4d0a-a9f7-7a7bb9a7831b,Diego Almeida,,Cpf,902.987.774-76,diego.almeida88@yahoo.com.br,(67) 91204-2323,Rua das Flores 1236,Campinas,SP,Brasil,BRL,08/05/2018 01:30,INATIVO
0acb381e-fcca-4b32-b397-404197f93553,Beatriz Martins,,cpf,201.912.818-24,beatriz.martins59@outlook.com,(23) 95120-7992,Rua da Consolação 2259 Fortaleza CE,Fortaleza,CE,Brasil,BRL,2022-10-28T14:56:14Z,suspended
e699502b-8c2b-4ecf-bd3d-3a8ed403bd70,  Emiliano , García  ,RFC,ORKW949023DSF,emiliano.garcía29@uol.com.br,+5565975291541,"Blvd. Manuel Ávila Camacho, 919, Querétaro - QRO",Querétaro,QRO,México,mxn,2021-12-05 17:23:07,inativo
f2272217-cdf9-4d2f-87d2-e6c3b91ce7d4,Marcos Fernandes,,CPF,679.773.510-18,marcos.fernandes59@yahoo.com.br,(58) 95105-6314,"Rua XV de Novembro, 582, São Paulo - SP",São Paulo,SP,Brasil,BRL,2019-01-11 23:33:13,ativo
e073a8f5-17b7-4c04-a2e3-582037893a80,Isabela Gomes,,cpf,524.379.320-75,isabela.gomes86@uol.com.br,(39) 96475-1897,"Rua da Consolação, nº 467, Recife/PE",Recife,PE,Brasil,BRL,27/10/2022 03:18,inativo
fca35382-0c9f-4de5-bc03-b98e0612c3ec,Mariana,Gomes,cpf,645.820.335-74,mariana.gomes3@yahoo.com.br,+528364280720,"Rua XV de Novembro, nº 2289, Belo Horizonte/MG",Belo Horizonte,MG,Brasil,BRL,2018-10-23 12:55:47,bloqueado
653893f6-baf1-40cc-a0a1-17e97954296f,VALENTINA,PÉREZ,RFC,LKCW727065G1M,valentina.pérez20@uol.com.br,,Calle Madero 605 Ciudad de México CDMX,Ciudad de México,CDMX,MX,Pesos,2019-02-26T04:16:12Z,INATIVO
5244c273-f217-4b40-a1a6-7dc9b68757a1,Carlos Martins,,cpf,746.410.915-45,carlos.martins5@yahoo.com.br,75951604364,"Rua Voluntários da Pátria, 2423, Rio de Janeiro - RJ",Rio de Janeiro,RJ,Brasil,BRL,2021-12-12T16:04:19Z,ativo
4726c719-5141-4536-a4bf-e84a28d561b8,Regina,Torres,RFC,DBCX375124PSF,regina.torres83@live.com,(53) 91548-7333,Blvd. Manuel Ávila Camacho 1159,Puebla,PUE,México,mxn,02/08/2022 10:43,ATIVO
522d456d-2d7c-404a-aac2-155ae4c30f0b,Camila,Lima,CPF,709.825.186-49,camila.lima86@live.com,38945866538,Av. Atlântica 2290,Goiânia,GO,Brasil,BRL,2021-09-07 04:42:44,Ativo
fdbe0957-10c9-4ccb-b047-3d9cf12339cd,BEATRIZ,SOUZA,Cpf,639.138.777-53,beatriz.souza57@live.com,,"Fortaleza, CE",Fortaleza,CE,Brasil,BRL,2022-03-24 04:10:11,inativo
98fb96ac-b250-49b9-880f-a5b759a346df,REGINA,TORRES,RFC,UUNK116804N7Z,regina.torres12@yahoo.com.br,(55) 90436-7797,"Calle Juárez, nº 511, Puebla/PUE",Puebla,PUE,México,Pesos,10/12/2018 05:17,ATIVO
162e9bbc-41ea-4680-8375-bcfff15da23a,Vanessa,Souza,CPF,240.139.393-70,vanessa.souza33@gmail.com,+526424923247,Rua Oscar Freire 569,Manaus,AM,Brasil,BRL,2023-01-12 19:00:57,ativo
0126a3ef-9bec-4dfa-82e3-e9dda2527599,Ximena Ramírez,,RFC,OSHA3516538T2,ximena.ramírez33@outlook.com,+529494323222,"Blvd. Manuel Ávila Camacho, 2270, Ciudad de México - CDMX",Ciudad de México,CDMX,mexico,Pesos,2022-05-19 15:02:40,ativo
96f36e9f-cb7f-4b57-8755-f0658d6758d1,ANDRÉ,COSTA,Cpf,590.746.286-27,andré.costa41@gmail.com,+524214915156,Rua Voluntários da Pátria 259,Goiânia,GO,Brasil,BRL,01/06/2018 09:12,ativo
b2acf8b2-562b-46ac-8275-3d5b0b8c9580,Ana,Fernandes,Cpf,550.495.447-33,ana.fernandes55@live.com,+524753112268,Av. Atlântica 2033,Brasília,DF,Brasil,BRL,2022-02-13T16:17:51Z,inativo
d6f9916f-5272-49f9-9b6f-f5e353fa1d4c,Larissa Costa,,cpf,557.143.844-55,larissa.costa66@outlook.com,+521426942307,"Rua Voluntários da Pátria, nº 1782, Manaus/AM",Manaus,AM,Brasil,BRL,23/08/2018 02:42,bloqueado
03d1c707-30ac-42af-a535-eddf0b5d7e88,CARLOS,MARTINS,cpf,881.178.687-27,carlos.martins4@gmail.com,,"Rua Oscar Freire, nº 2169, Salvador/BA",Salvador,BA,Brasil,BRL,19/06/2022 10:41,suspended
8130fa77-eae3-47e8-8e5d-5bacef09b83a,Catalina,Hernández,CEDULA,83819367,catalina.hernández18@hotmail.com,+5541966306502,Calle 80 1229 Cali VAC,Cali,VAC,CO,cop,2019-12-15 11:32:14,inativo
b6793120-d305-402f-8803-457220d258eb,  Emiliano , Pérez  ,RFC,BZQL6387618P6,emiliano.pérez29@live.com,(47) 91292-5105,"Puebla, PUE",Puebla,PUE,mexico,MXN,2019-09-19T09:10:10Z,inativo
6e90b6fd-9e28-456f-8056-ed99bdb1e419,  André , Costa  ,CPF,275.774.739-87,andré.costa27@live.com,+529083226170,"Campinas, SP",Campinas,SP,Brasil,BRL,18/06/2018 00:05,Ativo
4a8c4118-85cf-46cb-8a6f-acdc60391fb0,Camila,Hernández,RFC,LMFP377891NUL,camila.hernández50@outlook.com,35921386576,"Calle Madero, nº 502, Ciudad de México/CDMX",Ciudad de México,CDMX,MX,mxn,2023-01-16T07:09:06Z,suspended
7ff8f3ad-6869-412a-b3a1-1fb69ac6f9d8,João Oliveira,,cpf,346.320.697-55,joão.oliveira69@outlook.com,57906072331,"Av. Presidente Vargas, 200, Brasília - DF",Brasília,DF,Brasil,BRL,2021-02-26 15:38:56,Ativo
5d03d788-89b2-436b-ba07-b55b613fad10,  Thiago , Barbosa  ,cpf,945.738.796-88,thiago.barbosa47@uol.com.br,(88) 98341-7576,Av. Presidente Vargas 487 Recife PE,Recife,PE,Brasil,BRL,2019-02-01T12:23:50Z,INATIVO
d203d03e-2824-420c-9660-f9225feba484,Carlos Dias,,cpf,727.426.266-60,carlos.dias73@live.com,+529624710878,"Fortaleza, CE",Fortaleza,CE,Brasil,BRL,2021-10-09T16:53:32Z,ativo
bc23a51b-ed31-4ebd-990e-9fb6c201459a,ANDRÉ,CORREIA,Cpf,152.697.591-31,andré.correia74@gmail.com,(13) 97225-6139,"Campinas, SP",Campinas,SP,Brasil,BRL,07/04/2022 04:52,suspended
e4054985-8f68-4689-b4a1-aa8b2716cf10,  Mateo , Ramírez  ,RFC,IRNI193377XYV,mateo.ramírez27@live.com,+5599994621922,"Blvd. Manuel Ávila Camacho, nº 1010, Guadalajara/JAL",Guadalajara,JAL,Mexico,MXN,2024-04-04T09:14:19Z,bloqueado
897ee6a6-9cb7-4189-9b40-48a0f6626ec3,  Camila , Pereira  ,cpf,831.180.454-66,camila.pereira90@uol.com.br,(24) 99614-4920,Rua das Flores 1051,Porto Alegre,RS,Brasil,BRL,2020-05-26T06:52:34Z,Ativo
204de78f-ce4c-4602-85e7-7690fdea78f3,Santiago Ramírez,,RFC,QWMQ722076I04,santiago.ramírez96@hotmail.com,,Calle Juárez 718,Guadalajara,JAL,México,MXN,2019-12-22T01:53:25Z,suspended
f24ec397-e9d0-418d-aa36-2bcd9d31a382,  Diego , Martins  ,CPF,438.266.848-68,diego.martins87@uol.com.br,+5535923554528,Av. Brasil 1054 Porto Alegre RS,Porto Alegre,RS,Brasil,BRL,2018-02-27 23:21:50,active
07860425-d1c8-4101-b039-8b0fd94e81ae,  Sebastián , González  ,CEDULA,45835371,sebastián.gonzález31@live.com,+523064414096,"Medellín, ANT",Medellín,ANT,Colombia,cop,2024-06-04T00:16:41Z,ATIVO
413c184b-2c0a-4a6c-98bf-6bc63f8e6860,Isabella Martínez,,CEDULA,74180488,isabella.martínez86@uol.com.br,+527769961498,"Medellín, ANT",Medellín,ANT,CO,COP,2022-03-11 13:44:35,ATIVO
457364ca-44bc-4f0e-88bf-799e72616a4b,Ana,Rodrigues,cpf,193.622.556-17,ana.rodrigues60@uol.com.br,+5597941361818,Rua da Consolação 1858 Manaus AM,Manaus,AM,Brasil,BRL,04/10/2023 13:29,INATIVO
b53730a3-1b6d-48ae-a845-d3faf0f3a718,Maria Oliveira,,cpf,518.284.887-27,maria.oliveira11@yahoo.com.br,,"Rua das Flores, nº 1722, Recife/PE",Recife,PE,Brasil,BRL,2022-04-16 14:55:58,Ativo
9ff9583e-34f3-4681-bc94-0d389377b108,Camila,Ramírez,RFC,JFLE18706676I,camila.ramírez95@hotmail.com,+523717575790,"Puebla, PUE",Puebla,PUE,MX,MXN,2018-05-18 14:38:43,INATIVO
592ef069-073d-4f62-8820-b0d0bfb8ab71,Sofía González,,RFC,FHBY8964497Y2,sofía.gonzález29@hotmail.com,,Blvd. Manuel Ávila Camacho 1706,Guadalajara,JAL,MX,mxn,2019-09-04 09:24:11,bloqueado
d5e110a2-5ee9-479c-b489-991b59aa2b88,CAMILA,OLIVEIRA,CPF,374.486.789-87,camila.oliveira27@yahoo.com.br,,"Av. Brasil, 2470, Fortaleza - CE",Fortaleza,CE,Brasil,BRL,2018-10-26T06:51:48Z,Ativo
1c516623-411e-464a-b4f0-aed630734335,Marcos Lima,,Cpf,764.467.415-43,marcos.lima27@outlook.com,,"Brasília, DF",Brasília,DF,Brasil,BRL,2023-07-30T14:06:51Z,bloqueado
fcbe6b79-2a35-435f-ba38-ec4f6fdcb21c,  Juliana , Carvalho  ,cpf,663.770.801-53,juliana.carvalho18@hotmail.com,+5580965540707,Av. Brasil 1055,Campinas,SP,Brasil,BRL,2023-07-03 14:10:46,bloqueado
89d2589a-fd56-4d6e-89b1-826905cb7b7b,Diego,Martins,Cpf,753.782.731-71,diego.martins68@gmail.com,+5546971905550,"Rua das Flores, 1999, Salvador - BA",Salvador,BA,Brasil,BRL,2018-01-28T17:35:26Z,active
e96d8af1-0fe9-4776-b20a-63416df25bd8,Thiago Oliveira,,cpf,678.349.813-38,thiago.oliveira61@uol.com.br,,"Av. Atlântica, 1229, Salvador - BA",Salvador,BA,Brasil,BRL,2018-05-10 02:25:24,ativo
a229fc58-099d-46cd-86fe-9f242aa8ae32,Sebastián,Morales,CEDULA,52209421,sebastián.morales21@outlook.com,+5583932275631,"Bogotá, DC",Bogotá,DC,colombia,COP,2019-08-14T22:52:25Z,INATIVO
60c032e5-f46e-4e61-8dc6-07eafd3169e2,Regina,García,RFC,MJYL660677CFZ,regina.garcía57@outlook.com,,Calle Juárez 632,Monterrey,NL,mexico,Pesos,2021-07-21T11:06:05Z,bloqueado
b88fe993-7dff-4154-bf7a-df8b76e6dde2,MARCOS,CARVALHO,cpf,497.897.186-81,marcos.carvalho35@hotmail.com,+523168341261,"São Paulo, SP",São Paulo,SP,Brasil,BRL,05/11/2023 05:43,ATIVO
c1ff868f-eb7c-4cef-9a70-5996c0788dee,Mariana Sánchez,,CEDULA,24357588,mariana.sánchez57@outlook.com,(94) 99738-3230,"Calle 72, 1248, Medellín - ANT",Medellín,ANT,colombia,COP,09/06/2022 10:53,INATIVO
0eb73905-db57-4358-8f22-a335ec123459,Bruno,Almeida,cpf,936.904.502-56,bruno.almeida60@live.com,+529677015343,"Salvador, BA",Salvador,BA,Brasil,BRL,2020-03-29 18:34:11,inativo
41fd4120-2d41-461f-8abe-b3de2a4eea27,Valentina Sánchez,,RFC,PNYW4097856DI,valentina.sánchez56@outlook.com,,Calle Juárez 1455 Querétaro QRO,Querétaro,QRO,mexico,Pesos,2018-07-01 18:41:43,suspended
f233e211-0987-4c11-bfe8-7d4339c7f856,ISABELA,CORREIA,CPF,453.125.594-23,isabela.correia40@outlook.com,23958809636,Av. Presidente Vargas 1211,Manaus,AM,Brasil,BRL,18/12/2018 03:53,ATIVO
b4b43137-1ff5-4891-a9be-a5d6f9f519bb,SANTIAGO,RODRÍGUEZ,RFC,YTNO344761XO0,santiago.rodríguez36@hotmail.com,+5519977490324,"Ciudad de México, CDMX",Ciudad de México,CDMX,Mexico,MXN,26/10/2022 12:00,suspended
e5cc46bd-68d9-4182-bb88-f93b6c6fe9f5,Letícia,Carvalho,Cpf,216.456.460-68,letícia.carvalho40@hotmail.com,,"Av. Atlântica, nº 707, Campinas/SP",Campinas,SP,Brasil,BRL,14/12/2018 21:08,bloqueado
77fb90c5-852c-4bad-b5d6-6178c50214ef,DAVID,GARCÍA,CEDULA,28830282,david.garcía50@hotmail.com,64995313695,Av. El Dorado 1289,Barranquilla,ATL,Colombia,COP,08/08/2018 11:00,active
648054f0-7dbe-4479-a92b-630936335ce7,  Beatriz , Costa  ,Cpf,891.884.607-80,beatriz.costa97@uol.com.br,+526423746101,"Rua da Consolação, 2093, Recife - PE",Recife,PE,Brasil,BRL,2024-06-03 03:17:49,suspended
b0a27b46-d43e-4637-a89a-c11ec4ec16d4,MARIANA,RODRÍGUEZ,CEDULA,88909809,mariana.rodríguez8@hotmail.com,,Carrera 7 2500,Medellín,ANT,Colombia,cop,11/11/2019 19:08,ATIVO
2e32dd41-1904-4199-b42e-30f9d09af574,Natália Pereira,,Cpf,429.948.353-96,natália.pereira58@yahoo.com.br,+524559535894,Rua XV de Novembro 1609,Curitiba,PR,Brasil,BRL,2019-08-06T18:40:17Z,ativo
dbb1a9ac-4cd5-4a1c-ad94-362adc359223,Camila,Rodríguez,RFC,KZVM32518761B,camila.rodríguez26@yahoo.com.br,+524522527880,"Blvd. Manuel Ávila Camacho, 1883, Ciudad de México - CDMX",Ciudad de México,CDMX,Mexico,Pesos,2019-05-24 05:28:29,INATIVO
14add428-9619-43b9-a3f1-716c7e148273,MARIA,CARVALHO,Cpf,816.873.339-64,maria.carvalho29@uol.com.br,(67) 90152-1132,"Rua Augusta, 374, Goiânia - GO",Goiânia,GO,Brasil,BRL,05/01/2018 06:30,ATIVO
6fb863b1-8fff-4a8b-8473-b98fe5f3d7cf,FELIPE,GARCÍA,CEDULA,81203615,felipe.garcía79@yahoo.com.br,86997980169,Calle 80 2500 Medellín ANT,Medellín,ANT,Colombia,COP,08/12/2022 11:46,bloqueado
7cd14a1a-c921-413e-ab11-dc1dca08cccd,RAFAEL,OLIVEIRA,Cpf,714.838.722-46,rafael.oliveira51@live.com,,"Av. Presidente Vargas, nº 110, Curitiba/PR",Curitiba,PR,Brasil,BRL,2020-04-21 16:38:32,ativo
1c5a00c3-633b-494b-97e7-739c9053b041,  Felipe , Sánchez  ,CEDULA,83330690,felipe.sánchez6@hotmail.com,,"Av. El Dorado, 1930, Barranquilla - ATL",Barranquilla,ATL,Colombia,COP,2018-03-10T18:04:00Z,active
57d4c9c6-501b-40d4-b09e-d500615674a5,Diego,Rodrigues,cpf,500.700.749-93,diego.rodrigues12@hotmail.com,(69) 99975-1901,"Av. Presidente Vargas, nº 271, Belo Horizonte/MG",Belo Horizonte,MG,Brasil,BRL,2022-11-27 23:54:15,ativo
c25799e4-c86a-4545-86ec-7f6eecc3ea4d,Camila Rodríguez,,RFC,USED728708JCZ,camila.rodríguez22@uol.com.br,+5558921113788,Blvd. Manuel Ávila Camacho 316,Querétaro,QRO,México,Pesos,2023-02-08 16:23:03,ativo
220b672b-69c5-4eb7-adff-c9c731e265de,Carlos,Costa,Cpf,858.771.529-38,carlos.costa48@uol.com.br,+5526967382794,Av. Presidente Vargas 1319 São Paulo SP,São Paulo,SP,Brasil,BRL,01/09/2022 23:20,inativo
524b4a81-a1e3-4906-b843-8b39aad73d4c,PEDRO,ROCHA,cpf,305.398.677-48,pedro.rocha70@live.com,+5542920208677,Rua das Flores 994,Recife,PE,Brasil,BRL,17/02/2022 18:31,ativo
e352042c-c4f8-42c6-a228-e07bcf8e134d,Mariana Lima,,Cpf,343.529.603-17,mariana.lima48@live.com,,"Av. Brasil, nº 584, Rio de Janeiro/RJ",Rio de Janeiro,RJ,Brasil,BRL,2019-01-17T01:58:14Z,ativo
29f3292d-a867-457d-9234-c6942e4f6194,Sebastián,López,CEDULA,53788744,sebastián.lópez14@hotmail.com,56927868462,"Calle 72, nº 1855, Cali/VAC",Cali,VAC,Colombia,cop,14/08/2020 02:12,suspended
2cb35315-24db-4b08-9c06-76a79da7c525,Fernanda,Lima,CPF,320.955.977-51,fernanda.lima39@live.com,42912713811,"Rua da Consolação, 608, Manaus - AM",Manaus,AM,Brasil,BRL,2020-10-13 11:25:32,active
635229dd-18bc-40f5-aba6-2556184790f3,  Isabela , Oliveira  ,cpf,932.176.122-18,isabela.oliveira6@gmail.com,14951369075,Rua da Consolação 810,Campinas,SP,Brasil,BRL,2019-06-12 02:57:54,INATIVO
238ca865-f81c-45e2-8835-b58255c6943f,Letícia Dias,,Cpf,402.610.521-80,letícia.dias83@hotmail.com,72973083942,"Av. Brasil, 1963, Campinas - SP",Campinas,SP,Brasil,BRL,26/12/2018 08:24,INATIVO
8c5ee193-16d9-43cd-a845-55b1cba83658,MARCOS,DIAS,cpf,159.928.583-77,marcos.dias69@outlook.com,+523233635791,"Curitiba, PR",Curitiba,PR,Brasil,BRL,2020-08-11T05:06:15Z,INATIVO
