id,id_conta,id_cliente,tipo_chave,valor_chave,data_registro,ativa
f7222976-6fba-4ec6-a6d2-a853bc4ce7f3,48442032-587e-4b8d-9cea-00904283224e,59fd2eb3-b9b6-4371-a27d-7d10941d6e29,EVP,d3997bc9-973f-4d9b-b171-37aa2102f56b,2023-07-08 23:08:16,true
c53aae53-c161-41a7-b976-217bc9130788,48442032-587e-4b8d-9cea-00904283224e,59fd2eb3-b9b6-4371-a27d-7d10941d6e29,CPF,632.925.651-97,2021-12-12 02:26:23,1
00bd95ff-2fd6-4977-a14e-43415260187b,48442032-587e-4b8d-9cea-00904283224e,59fd2eb3-b9b6-4371-a27d-7d10941d6e29,aleatoria,7f8882d1-18e4-4c9a-bf34-7d64b65a2058,2020-12-13 00:59:35,1
59a7466c-7a2a-4781-b01a-afe215e66635,8a4e7402-0936-40e4-bea4-bf0cfbc79a0c,d800fcc6-7a85-498a-bdf8-02458ed9db45,cpf,411.393.315-65,31/01/2023,true
b5460917-ef38-49fc-83af-e6a0177d46eb,8a4e7402-0936-40e4-bea4-bf0cfbc79a0c,d800fcc6-7a85-498a-bdf8-02458ed9db45,telefone,+5532988429450,06/01/2024,1
21e3bc7e-9108-494a-9ff9-b5e39eef4805,28f436c7-39f4-4684-b1bd-aa05b673d36f,dbca6eff-e4f6-4f49-bd18-97252d3a9801,aleatoria,7ecd8a2a-1dc8-46c6-99ba-6d03e69d6a19,26/11/2021,1
cbfc28b0-bcc2-4f8f-8eed-eb9cc1952413,28f436c7-39f4-4684-b1bd-aa05b673d36f,dbca6eff-e4f6-4f49-bd18-97252d3a9801,aleatoria,1f091ca3-8e9d-414e-b9cd-7b82ce82d01c,2024-03-13 06:52:18,1
7543ca0f-c026-42be-a20e-aa4921c61d48,79c46763-4b58-4fd3-977b-09a7cd2707d5,e911618e-ac06-454c-83e1-3e23e3bd41fe,CPF,765.170.899-93,2022-04-21 07:39:28,1
da88441f-060e-4040-82fe-adaa4d33b9e3,753fa8dc-14d2-4890-b416-348ad370d7c3,d0ab0d7b-80f6-476c-bd29-fcf6b3895271,telefone,,2022-08-25 22:25:43,1
f6e48c83-52ff-41ab-af2c-05dd5933fa00,753fa8dc-14d2-4890-b416-348ad370d7c3,d0ab0d7b-80f6-476c-bd29-fcf6b3895271,CPF,689.793.484-60,2021-03-30 03:35:03,S
2191f9f3-d5d7-495b-a8b1-f8f38d2679c3,753fa8dc-14d2-4890-b416-348ad370d7c3,d0ab0d7b-80f6-476c-bd29-fcf6b3895271,EVP,dbac54bb-12cd-4585-9d6a-8266bc2ad86a,2022-10-27 19:42:51,0
f21f43b0-41e0-48f8-b83f-36988e3c236c,753fa8dc-14d2-4890-b416-348ad370d7c3,d0ab0d7b-80f6-476c-bd29-fcf6b3895271,PHONE,,2022-07-13 12:42:23,TRUE
692e6009-2826-40ca-a4a8-47c1843f2418,75342296-f376-4858-834d-ef38835fe3f5,1a0d5112-7f06-4160-8b90-9fcdc08ad9d0,CPF,280.851.634-93,14/10/2021,S
a5e85931-8b5d-4517-b7ee-4375ada85afb,75342296-f376-4858-834d-ef38835fe3f5,1a0d5112-7f06-4160-8b90-9fcdc08ad9d0,email,rodrigo.martins32@outlook.com,2022-08-12 22:33:27,true
dab5974f-e917-4b8b-b24d-d7c461f4326d,893b07db-f2ef-453a-b613-984740e6981d,744a6938-6f30-4afa-a075-9e68e2822eac,EVP,fb7f8be6-a741-4f5b-bdcb-efd0173b781b,30/05/2022,true
b101e109-7492-4c94-9a22-dd3ed0dba16c,893b07db-f2ef-453a-b613-984740e6981d,744a6938-6f30-4afa-a075-9e68e2822eac,CPF,710.818.382-81,2023-09-25 10:27:57,1
d31ba98e-6c7e-47c1-bdb5-c7c6fb5ca210,cf237740-d491-4dc7-a60b-828bbb8bef31,2846366b-3440-4482-a3fe-85c06d1f0ce3,random,ecfc2dc7-52d5-403d-a5a8-245607d6388f,2024-07-09 20:51:28,sim
f4ab2f59-ed26-4541-85a6-12c9669025f1,cf237740-d491-4dc7-a60b-828bbb8bef31,2846366b-3440-4482-a3fe-85c06d1f0ce3,aleatoria,49542c4b-a1a5-46ce-b008-e46107e16d8e,2021-11-11 01:30:16,1
914d34ca-249d-42b7-a770-665db517c0cf,b79d3819-d07d-4107-a51a-afc448bb4bc9,4720d1de-d121-412e-aca2-860a94aafdb0,cpf,646.229.380-15,24/04/2023,sim
5a45effa-fe4d-4a00-906a-7a03cb853563,b79d3819-d07d-4107-a51a-afc448bb4bc9,4720d1de-d121-412e-aca2-860a94aafdb0,telefone,17933887075,12/07/2021,S
fec460b7-e7e0-4d01-8c79-6634b0bb3d3c,b79d3819-d07d-4107-a51a-afc448bb4bc9,4720d1de-d121-412e-aca2-860a94aafdb0,random,9ac4e0f0-e72e-42e1-b3ac-aab57d9f422a,2022-05-13 18:57:42,sim
c3216f94-fbdd-4925-afa6-b9a85c9cb7f0,b79d3819-d07d-4107-a51a-afc448bb4bc9,4720d1de-d121-412e-aca2-860a94aafdb0,random,eedeaf61-76ba-4519-a3f0-af84eb1781af,2024-01-13 05:26:58,1
77df22ef-0d96-494b-9421-1197e77b1326,6cda7fd2-1367-48b7-9f07-2b9aaaab699c,912375d5-eb60-4882-bf36-252c7f8472fd,cpf,411.187.354-25,06/06/2022,sim
c41099fb-095a-4292-a435-faa01af4c660,6cda7fd2-1367-48b7-9f07-2b9aaaab699c,912375d5-eb60-4882-bf36-252c7f8472fd,EMAIL,andré.santos76@outlook.com,11/09/2021,true
7b97f2dc-ae63-4fd4-90ef-8100487222d4,6cda7fd2-1367-48b7-9f07-2b9aaaab699c,912375d5-eb60-4882-bf36-252c7f8472fd,cpf,411.187.354-25,06/09/2022,TRUE
2a1714f5-d024-42f5-8c20-fa3d6c39b141,cb3c749c-bfde-42ff-b07d-4c7bbbac9f68,09c4b041-7de6-4ca3-b9c6-b62a6d88ba8e,CPF,SSLR976694TX6,24/08/2022,TRUE
83fe5681-31ce-44c5-825c-5f8b0f7eaa50,c6279275-a975-4dc4-983a-4f4018560cc9,b94723e5-2797-4a19-ba90-ea015a49cca8,email,larissa.santos90@yahoo.com.br,13/12/2020,S
1cd9300a-5085-48b4-a4f8-d2c16fb0b7bc,c6279275-a975-4dc4-983a-4f4018560cc9,b94723e5-2797-4a19-ba90-ea015a49cca8,email,larissa.santos90@yahoo.com.br,05/07/2022,TRUE
8e8e8cc1-9e47-4672-9cf4-ab7b84f4aa1c,c6279275-a975-4dc4-983a-4f4018560cc9,b94723e5-2797-4a19-ba90-ea015a49cca8,telefone,,06/11/2022,1
c543b274-0208-464e-917c-b8e2d04f6cc7,c6279275-a975-4dc4-983a-4f4018560cc9,b94723e5-2797-4a19-ba90-ea015a49cca8,EVP,7acfa002-e8e8-41da-a19a-4cac747a9098,04/01/2023,N
670c058f-83b2-4fde-91e6-eb72fd7e7b31,fa0069cc-6451-4df4-9aee-1997c8b1ac9a,a5c393b2-0dee-4717-a953-013dd4910d56,PHONE,+521426944487,10/05/2021,S
f5ff6d68-6775-457b-96cc-115c87650cbe,fa0069cc-6451-4df4-9aee-1997c8b1ac9a,a5c393b2-0dee-4717-a953-013dd4910d56,EVP,3bb7d7ac-1ba9-48f0-812c-1067705ad989,2023-10-16 20:41:33,1
c266896d-3ed6-4c56-a5ee-910e3877d402,fa0069cc-6451-4df4-9aee-1997c8b1ac9a,a5c393b2-0dee-4717-a953-013dd4910d56,email,patricia.rocha49@live.com,07/07/2023,TRUE
349153c0-8124-4085-97e2-6a1039747374,fa0069cc-6451-4df4-9aee-1997c8b1ac9a,a5c393b2-0dee-4717-a953-013dd4910d56,PHONE,+521426944487,2022-06-29 18:03:35,TRUE
3f2adf0b-5b4a-49bc-8eca-48cfdfd6c8d2,6de9c169-c8bd-4e05-8423-35ce12b49991,86a67377-dd16-4f88-8e34-cfed94f75408,PHONE,,13/05/2021,TRUE
6150faea-7bf1-4fae-ac3c-1bb25ce2a50e,6de9c169-c8bd-4e05-8423-35ce12b49991,86a67377-dd16-4f88-8e34-cfed94f75408,email,pedro.pereira49@uol.com.br,29/08/2023,S
c6f602a4-5d06-414d-80cd-9945930c1670,6de9c169-c8bd-4e05-8423-35ce12b49991,86a67377-dd16-4f88-8e34-cfed94f75408,PHONE,,01/02/2021,1
861a4cd7-8974-459c-bb1d-5f2a96b4fa6e,6de9c169-c8bd-4e05-8423-35ce12b49991,86a67377-dd16-4f88-8e34-cfed94f75408,EVP,308e6608-1b5c-43d7-b48a-cfe8b8387fc7,2024-05-01 08:21:58,sim
54684a59-a7ac-4311-84b9-44dd0f2aba7c,5f176f9d-8c5a-4583-83fb-72df4dea3917,f2d0172d-1658-4e22-8003-d871c91e3769,email,rafael.pereira42@uol.com.br,08/04/2023,S
582f3c98-4b16-44e8-8c8d-c6c2b8f65b4c,5f176f9d-8c5a-4583-83fb-72df4dea3917,f2d0172d-1658-4e22-8003-d871c91e3769,EVP,a02882cd-a64f-4547-896c-8928a27e3505,01/06/2023,TRUE
c434c81c-d938-4f0f-85e5-4ef1c3c10464,5f176f9d-8c5a-4583-83fb-72df4dea3917,f2d0172d-1658-4e22-8003-d871c91e3769,EMAIL,rafael.pereira42@uol.com.br,15/09/2024,sim
acf3f82d-0fc6-4ac4-ad44-6b5d0353c99e,ebd19bf5-5ad5-424b-aa2b-ee89c410284c,8a4b15ba-a076-4d0a-a9f7-7a7bb9a7831b,aleatoria,e2154c75-1311-4394-b24a-8f8db3de5ff5,2021-06-18 00:44:12,S
146588aa-2ef5-4cd6-888e-60d712e482d1,bae4364b-f527-487d-871d-966e73d4c0de,0acb381e-fcca-4b32-b397-404197f93553,random,ec620690-1431-42c1-8472-f8a7098a5ff9,26/11/2021,1
34b59703-23c1-402a-98c9-6987b31b1707,bae4364b-f527-487d-871d-966e73d4c0de,0acb381e-fcca-4b32-b397-404197f93553,cpf,201.912.818-24,27/06/2021,1
d98a8104-f169-4961-b4d0-0a80ce3272e1,bae4364b-f527-487d-871d-966e73d4c0de,0acb381e-fcca-4b32-b397-404197f93553,cpf,201.912.818-24,10/05/2023,1
98ddb1e3-7243-49f0-86e2-fd9b4d9f6816,bae4364b-f527-487d-871d-966e73d4c0de,0acb381e-fcca-4b32-b397-404197f93553,cpf,201.912.818-24,15/09/2022,1
1fd3054e-9702-4553-84a4-6fc6a8ac1c90,b8145f5a-570c-49b6-8519-8151a43d69a7,f2272217-cdf9-4d2f-87d2-e6c3b91ce7d4,cpf,679.773.510-18,27/07/2023,sim
89aea985-4f07-4086-9465-09c34d5f0daa,b8145f5a-570c-49b6-8519-8151a43d69a7,f2272217-cdf9-4d2f-87d2-e6c3b91ce7d4,random,ff25c9dc-3b30-41d1-900c-0969506e2698,2020-12-09 13:36:20,1
454cc369-097a-459d-bf11-8c02711defe6,b8145f5a-570c-49b6-8519-8151a43d69a7,f2272217-cdf9-4d2f-87d2-e6c3b91ce7d4,EVP,f3eb169e-307d-40bb-8ab3-dd116c2753f1,28/06/2021,1
cae78688-2539-47d5-b871-7bb01f60bd49,a80313f0-a275-4a8c-a234-5230b6ad2c81,e073a8f5-17b7-4c04-a2e3-582037893a80,aleatoria,8f8857d1-8795-49c7-9a3a-475e53d4c7ae,2023-06-20 11:28:14,true
485e4c65-56f6-48ec-95cc-473caa25a61b,a80313f0-a275-4a8c-a234-5230b6ad2c81,e073a8f5-17b7-4c04-a2e3-582037893a80,EVP,6e9c70a9-958e-4987-b845-95f861f7c5c5,27/07/2021,true
39d9b320-f8a5-44a2-8d45-d148146f1757,a80313f0-a275-4a8c-a234-5230b6ad2c81,e073a8f5-17b7-4c04-a2e3-582037893a80,EVP,bd26a34b-0763-4e15-8b31-e555a57faf4c,2021-09-28 19:13:18,S
737b96a2-e735-4a80-88dd-d939b7ebb089,882d37bd-5116-4b4f-b67c-5fef9f7c9c62,fca35382-0c9f-4de5-bc03-b98e0612c3ec,EVP,01c04a75-831f-449a-ade9-fcfd32473043,2021-05-26 13:31:19,sim
e328ac93-ef3d-406b-92f6-67c8cdc38cb6,882d37bd-5116-4b4f-b67c-5fef9f7c9c62,fca35382-0c9f-4de5-bc03-b98e0612c3ec,cpf,645.820.335-74,2022-11-05 08:22:43,TRUE
ec2da6ef-74a4-4656-8093-0b4a7c060b39,bc0fcee8-bd21-4873-9d97-6fa4a80816d5,653893f6-baf1-40cc-a0a1-17e97954296f,EMAIL,valentina.pérez20@uol.com.br,2023-04-01 03:39:14,1
f19fa67a-3463-40a0-9164-6d121be5b673,c1a6071e-aaf7-4943-b063-7f28317b9f95,5244c273-f217-4b40-a1a6-7dc9b68757a1,EMAIL,carlos.martins5@yahoo.com.br,2021-02-04 17:17:57,TRUE
ccd99f16-17d4-4a9d-8877-4faeacc1d0f9,c1a6071e-aaf7-4943-b063-7f28317b9f95,5244c273-f217-4b40-a1a6-7dc9b68757a1,email,carlos.martins5@yahoo.com.br,17/10/2024,sim
8405d94d-b878-4bfa-bbd5-cc69614b1901,c1a6071e-aaf7-4943-b063-7f28317b9f95,5244c273-f217-4b40-a1a6-7dc9b68757a1,email,carlos.martins5@yahoo.com.br,2024-04-04 19:50:54,sim
4b89e4fc-c872-4cc2-a0d1-d84d39e04aa6,94a7ec0e-5e4c-4383-90fc-543778a42c7a,522d456d-2d7c-404a-aac2-155ae4c30f0b,email,camila.lima86@live.com,26/12/2021,TRUE
b11b41de-6a52-4a7a-95bc-16c1a7837cae,94a7ec0e-5e4c-4383-90fc-543778a42c7a,522d456d-2d7c-404a-aac2-155ae4c30f0b,EVP,c21b1cf9-a8e5-4a93-934c-341bdeb6328d,10/12/2024,S
70e38a84-1e19-4843-96aa-bc04cb09f8c4,bae7abb5-d2ba-4e31-8c78-6b4c32663345,fdbe0957-10c9-4ccb-b047-3d9cf12339cd,EVP,2ff0eb57-4a57-4a0d-8832-46395443e824,02/03/2023,TRUE
fd84d0ae-2301-4d66-8904-908315381fec,bae7abb5-d2ba-4e31-8c78-6b4c32663345,fdbe0957-10c9-4ccb-b047-3d9cf12339cd,telefone,,24/04/2021,S
bc1e10d1-e02f-4740-b179-cb68293a4c1f,e9471104-b160-4b30-a174-494012490cd5,98fb96ac-b250-49b9-880f-a5b759a346df,aleatoria,53fd532e-8fa6-4be4-84d4-3279a0edb09b,10/08/2021,TRUE
205168eb-5537-44e2-8b5d-822ec63fd4d2,e9471104-b160-4b30-a174-494012490cd5,98fb96ac-b250-49b9-880f-a5b759a346df,EMAIL,regina.torres12@yahoo.com.br,2020-12-31 14:09:49,TRUE
cb7eba1b-7f34-4c19-bb08-e7f361b88efb,e9471104-b160-4b30-a174-494012490cd5,98fb96ac-b250-49b9-880f-a5b759a346df,email,regina.torres12@yahoo.com.br,2021-04-23 10:20:25,1
9e0ece1b-d26e-4ec7-af33-0c1081e2d7cd,e9471104-b160-4b30-a174-494012490cd5,98fb96ac-b250-49b9-880f-a5b759a346df,cpf,UUNK116804N7Z,2024-07-15 20:09:57,TRUE
c95e924a-5df8-49ff-ac2d-1d343284f162,ed6a41b1-c4bd-4d08-b08f-ad2a009929ca,96f36e9f-cb7f-4b57-8755-f0658d6758d1,EMAIL,andré.costa41@gmail.com,2022-10-06 00:52:17,1
c134fceb-5c78-462b-a30f-ff04872e50a2,ed6a41b1-c4bd-4d08-b08f-ad2a009929ca,96f36e9f-cb7f-4b57-8755-f0658d6758d1,aleatoria,88bf5852-97a3-412d-b92d-3ee3fc6be757,20/11/2023,1
d11b8fe0-f9e0-401d-9d2f-9c7c0e187f5a,ed6a41b1-c4bd-4d08-b08f-ad2a009929ca,96f36e9f-cb7f-4b57-8755-f0658d6758d1,aleatoria,f42d687a-09a3-45ea-82f2-74b33a5b380b,11/07/2022,S
d4697085-e765-4fd0-a28c-71c7e54c912a,8046fae9-89fb-4ea6-9d67-10e69e6e5ff5,b2acf8b2-562b-46ac-8275-3d5b0b8c9580,aleatoria,f0142382-4b2b-487c-aef6-e546ceaf27af,10/05/2021,S
28928d96-e432-4d59-86bd-72b2487189ca,8046fae9-89fb-4ea6-9d67-10e69e6e5ff5,b2acf8b2-562b-46ac-8275-3d5b0b8c9580,cpf,550.495.447-33,2020-12-28 17:37:16,true
9af75091-e6b1-4955-b87f-f722bfc9e182,8046fae9-89fb-4ea6-9d67-10e69e6e5ff5,b2acf8b2-562b-46ac-8275-3d5b0b8c9580,PHONE,+524753112268,01/09/2023,TRUE
4f0c4e6e-e9a8-4123-b5c1-0dc9cf330520,c3aa8637-8e45-455f-843d-f94e6703baa0,d6f9916f-5272-49f9-9b6f-f5e353fa1d4c,email,larissa.costa66@outlook.com,2023-05-09 09:36:47,S
edde585a-b677-43d1-b684-949fdf8c0987,2ce8311a-184d-4d48-b7dc-ba0afd6c09de,6e90b6fd-9e28-456f-8056-ed99bdb1e419,EMAIL,andré.costa27@live.com,2022-07-06 09:42:50,TRUE
6fab4736-6904-4855-9f7c-c5c6b486018f,2ce8311a-184d-4d48-b7dc-ba0afd6c09de,6e90b6fd-9e28-456f-8056-ed99bdb1e419,aleatoria,68094b1e-161a-48d1-aaeb-9f5780d8d19c,2021-06-04 10:33:37,true
031c085f-d203-46a1-9b7e-6462176cd431,44a033a2-4651-48c5-94e6-87913bfb3073,7ff8f3ad-6869-412a-b3a1-1fb69ac6f9d8,PHONE,57906072331,22/02/2023,1
533d34be-a0ba-425b-ab6f-f5358e13dd7c,44a033a2-4651-48c5-94e6-87913bfb3073,7ff8f3ad-6869-412a-b3a1-1fb69ac6f9d8,aleatoria,707b224c-4668-4aa5-b865-19a9ea730d57,03/05/2023,TRUE
bacc3746-30ff-4838-84ad-f8e6e65cd591,0203b905-10c3-42ef-b8fa-5155b923e34a,d203d03e-2824-420c-9660-f9225feba484,EVP,cbc1625c-8205-42d7-a01c-4861c893c3a3,27/05/2024,1
506b805c-6637-4118-998a-84c90316583a,0203b905-10c3-42ef-b8fa-5155b923e34a,d203d03e-2824-420c-9660-f9225feba484,telefone,+529624710878,23/08/2021,TRUE
b5acb9ff-d566-4177-9827-28f7fa2cc107,0203b905-10c3-42ef-b8fa-5155b923e34a,d203d03e-2824-420c-9660-f9225feba484,random,c1006822-49e1-47be-a151-0d494762e87e,30/06/2021,true
6e9608f3-8b1b-4c75-a28f-bc7011da8d8a,af145bf5-6a1f-4357-b983-bc9db01e6c09,897ee6a6-9cb7-4189-9b40-48a0f6626ec3,PHONE,(24) 99614-4920,14/06/2021,true
32ba4d76-8d32-41e1-b32a-a65fc46a2522,d914eb04-8036-4e40-bc3e-5ff248542ccd,204de78f-ce4c-4602-85e7-7690fdea78f3,EMAIL,santiago.ramírez96@hotmail.com,2022-07-15 09:31:01,TRUE
eb111aad-868d-496b-b618-fbefbbcbef8d,d914eb04-8036-4e40-bc3e-5ff248542ccd,204de78f-ce4c-4602-85e7-7690fdea78f3,PHONE,,2021-02-08 09:56:18,1
7b69407c-cd0c-4aac-896e-430c51257e13,d914eb04-8036-4e40-bc3e-5ff248542ccd,204de78f-ce4c-4602-85e7-7690fdea78f3,cpf,QWMQ722076I04,2021-07-09 17:22:04,TRUE
3c75677d-0de7-4950-ae89-eaf1f0d4d4d0,77babf84-457a-41b6-b263-5b4c3088cab3,f24ec397-e9d0-418d-aa36-2bcd9d31a382,EMAIL,diego.martins87@uol.com.br,2022-12-13 15:53:46,TRUE
abc25c59-a95c-4309-90c1-5310c0fbea01,77babf84-457a-41b6-b263-5b4c3088cab3,f24ec397-e9d0-418d-aa36-2bcd9d31a382,EVP,e5de07e9-c81a-46e1-8558-778932d49fdf,11/05/2023,N
aa0c5e85-487f-443a-b548-dfed7bd2058b,77babf84-457a-41b6-b263-5b4c3088cab3,f24ec397-e9d0-418d-aa36-2bcd9d31a382,PHONE,+5535923554528,2022-02-20 12:21:34,1
d6ab10c5-0654-4fd4-bc94-0177f94a7b7b,77babf84-457a-41b6-b263-5b4c3088cab3,f24ec397-e9d0-418d-aa36-2bcd9d31a382,CPF,438.266.848-68,2024-06-15 02:55:10,true
f76b2a1a-f5a4-4007-8322-4b598e762c90,adb5c9fd-66f6-4d70-ba92-fdc9514503d5,457364ca-44bc-4f0e-88bf-799e72616a4b,random,50b89bdd-2d86-414b-a3cc-2b73d0ce889d,2021-04-24 06:39:34,TRUE
736052e1-f67d-4d09-b741-a767ec8be916,5e162a2a-30ef-48cc-989e-4914bd4a8cb1,b53730a3-1b6d-48ae-a845-d3faf0f3a718,random,ff258443-0a94-466f-b854-9c72c54335f0,2020-12-09 03:42:59,true
68ba31b8-5b82-4740-adfe-c215ac4b8833,5e162a2a-30ef-48cc-989e-4914bd4a8cb1,b53730a3-1b6d-48ae-a845-d3faf0f3a718,aleatoria,96792b25-8b37-4b9f-9f1c-c17fc9ef3aaf,18/03/2022,0
a7e5ec9b-9157-4079-9061-73b4bbc464bc,5e162a2a-30ef-48cc-989e-4914bd4a8cb1,b53730a3-1b6d-48ae-a845-d3faf0f3a718,EMAIL,maria.oliveira11@yahoo.com.br,2023-02-01 18:02:31,S
1e54f016-e3a6-4361-830b-8329e2eecc92,5e162a2a-30ef-48cc-989e-4914bd4a8cb1,b53730a3-1b6d-48ae-a845-d3faf0f3a718,PHONE,,20/12/2020,S
3cd4b152-adbc-4fb9-85ba-1a176e1bf288,7f0360c3-9be9-4e2d-ae3c-41372cd69af4,9ff9583e-34f3-4681-bc94-0d389377b108,telefone,+523717575790,2021-11-10 08:49:05,1
2740162b-b1db-4ee3-b6ea-c71fc2460745,7f0360c3-9be9-4e2d-ae3c-41372cd69af4,9ff9583e-34f3-4681-bc94-0d389377b108,telefone,+523717575790,2021-03-01 19:20:11,true
547a3812-5691-4db3-a99f-b71494879598,7f0360c3-9be9-4e2d-ae3c-41372cd69af4,9ff9583e-34f3-4681-bc94-0d389377b108,PHONE,+523717575790,22/05/2021,sim
3e638f2d-7e75-4152-8ea1-e2ab7d2cd11b,b13e946d-dac7-4801-9acd-08083c93903d,592ef069-073d-4f62-8820-b0d0bfb8ab71,aleatoria,6bf4b1a0-ee32-4daf-809a-38be0ffbb815,07/08/2023,true
5885adb7-e286-45b2-9686-3e1a800e9949,b13e946d-dac7-4801-9acd-08083c93903d,592ef069-073d-4f62-8820-b0d0bfb8ab71,cpf,FHBY8964497Y2,2022-08-14 14:35:26,1
dab3a8ca-02a7-4712-8c13-b95a46faa27e,c501202b-0b52-45c0-8071-c2cca1188878,d5e110a2-5ee9-479c-b489-991b59aa2b88,CPF,374.486.789-87,2023-12-10 18:43:06,S
3dc1fc66-4195-4be0-8cd2-a761e9214cbb,fb1ab97f-2665-4695-b5b6-33e5d409549f,89d2589a-fd56-4d6e-89b1-826905cb7b7b,EVP,29e8ec41-d619-473d-a4a3-9a94a20c5aa1,2021-04-21 20:32:13,S
01b91d01-0c72-4295-b357-7e92cc496ac5,fb1ab97f-2665-4695-b5b6-33e5d409549f,89d2589a-fd56-4d6e-89b1-826905cb7b7b,aleatoria,f4257b89-aad3-48e5-a931-5cd6386a8665,06/11/2023,false
